Year,Month,Country,Area,Type,Age,Sex,Activity,Fatal (Y/N)
2011,11,AUSTRALIA,Queensland,Unprovoked,10,M,Swimming,N
2011,11,USA,California,Unprovoked,Unknown,M,Kayaking,N
2011,10,USA,California,Unprovoked,27,M,Surfing,N
2011,10,SOUTH AFRICA,KwaZulu-Natal,Provoked,Unknown,Unknown,Diving,N
2011,10,AUSTRALIA,Western Australia,Unprovoked,32,M,Diving,Y
2011,10,USA,Oregon,Unprovoked,41,M,Surfing,N
2011,10,AUSTRALIA,Victoria,Unprovoked,50,M,Diving,N
2011,10,USA,Florida,Unprovoked,Unknown,M,Surfing,N
2011,10,USA,Oregon,Unprovoked,Unknown,M,Surfing,N
2011,10,AUSTRALIA,Western Australia,Unprovoked,64,M,Swimming,Y
2011,10,USA,Alabama,Unprovoked,29,M,Unknown,N
2011,09,USA,Puerto Rico,Invalid,27,M,Surfing,N
2011,09,SOUTH AFRICA,Western Cape Province,Unprovoked,43,M,Swimming,N
2011,09,USA,Florida,Unprovoked,21,M,Spearfishing,N
2011,09,USA,Florida,Unprovoked,25,M,Surfing,N
2011,09,USA,California,Unprovoked,37,M,Surfing,N
2011,09,USA,Hawaii,Unprovoked,Unknown,Unknown,Surfing,N
2011,09,AUSTRALIA,Western Australia,Unprovoked,21,M,Surfing,Y
2011,09,USA,Florida,Unprovoked,19,M,Surfing,N
2011,08,USA,Florida,Unprovoked,19,M,Surfing,N
2011,08,AUSTRALIA,Queensland,Invalid,48,M,Swimming,Y
2011,08,USA,North Carolina,Unprovoked,21,M,Surfing,N
2011,08,USA,North Carolina,Unprovoked,10,M,Unknown,N
2011,08,SOUTH AFRICA,Western Cape Province,Unprovoked,49,M,Surfing,Y
2011,08,USA,North Carolina,Unprovoked,20s,F,Wading,N
2011,08,USA,North Carolina,Invalid,12,M,Unknown,N
2011,08,USA,North Carolina,Unprovoked,54,M,Swimming,N
2011,07,SOUTH AFRICA,Eastern Cape Province,Unprovoked,29,M,Surfing,N
2011,07,USA,North Carolina,Unprovoked,6,F,Surfing,N
2011,07,USA,Texas,Unprovoked,Unknown,M,Fishing,N
2011,07,BAHAMAS,Grand Bahama Island,Unprovoked,54,M,Diving,N
2011,07,USA,Texas,Unprovoked,12,M,Swimming,N
2011,06,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,22,M,Diving,N
2011,06,USA,California,Unprovoked,Unknown,M,Surfing,N
2011,06,USA,Florida,Unprovoked,28,M,Diving,N
2011,06,USA,California,Unprovoked,28,M,Spearfishing,N
2011,06,USA,Florida,Unprovoked,19,M,Wading,N
2011,05,SOUTH AFRICA,Western Cape Province,Unprovoked,33,M,Surfing,N
2011,05,USA,Hawaii,Unprovoked,Unknown,F,Surfing,N
2011,05,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,28,M,Spearfishing,Y
2011,05,USA,Florida,Unprovoked,86,M,Surfing,N
2011,05,USA,Florida,Unprovoked,37,M,Surfing,N
2011,05,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,37,M,Spearfishing,N
2011,04,USA,Florida,Unprovoked,32,M,Spearfishing,N
2011,04,NEW ZEALAND,South Island,Unprovoked,41,M,Surfing,N
2011,03,MEXICO,Quintana Roo,Unprovoked,Unknown,F,Swimming,N
2011,03,AUSTRALIA,New South Wales,Unprovoked,48,M,Surfing,N
2011,03,MEXICO,Quintana Roo,Unprovoked,46,M,Swimming,N
2011,03,EGYPT,South Sinai Peninsula,Invalid,Unknown,F,Unknown,N
2011,03,AUSTRALIA,New South Wales,Unprovoked,Unknown,M,Surfing,N
2011,02,AUSTRALIA,Queensland,Provoked,36,M,Fishing,N
2011,02,AUSTRALIA,Queensland,Provoked,Unknown,M,Fishing,N
2011,02,AUSTRALIA,Western Australia,Unprovoked,58,M,Snorkeling,N
2011,02,SOUTH AFRICA,Eastern Cape Province,Unprovoked,37,M,Fishing,N
2011,01,MEXICO,Quintana Roo,Unprovoked,38,F,Swimming,N
2011,01,AUSTRALIA,New South Wales,Invalid,7,F,Swimming,N
2011,01,SOUTH AFRICA,Eastern Cape Province,Unprovoked,16,M,Surfing,Y
2011,01,AUSTRALIA,Western Australia,Boat,Unknown,Unknown,Fishing,N
2010,12,USA,Hawaii,Unprovoked,16,M,Surfing,N
2010,12,USA,Hawaii,Unprovoked,46,M,Surfing,N
2010,12,EGYPT,South Sinai Peninsula,Unprovoked,70,F,Snorkeling,Y
2010,12,EGYPT,South Sinai Peninsula,Unprovoked,54,M,Snorkeling,N
2010,12,EGYPT,South Sinai Peninsula,Unprovoked,46,M,Snorkeling,N
2010,11,EGYPT,South Sinai Peninsula,Unprovoked,70,F,Snorkeling,N
2010,11,EGYPT,South Sinai Peninsula,Unprovoked,48,F,Snorkeling,N
2010,11,AUSTRALIA,Western Australia,Invalid,Unknown,M,Swimming,Y
2010,11,AUSTRALIA,Western Australia,Boat,Unknown,M,Fishing,N
2010,10,AUSTRALIA,Western Australia,Unprovoked,20,F,Snorkeling,N
2010,10,AUSTRALIA,Western Australia,Unprovoked,Unknown,M,Spearfishing,N
2010,10,USA,Oregon,Unprovoked,Unknown,M,Surfing,N
2010,10,USA,California,Unprovoked,19,M,Surfing,Y
2010,10,EGYPT,South Sinai Peninsula,Unprovoked,Unknown,F,Snorkeling,N
2010,10,AUSTRALIA,New South Wales,Unprovoked,22,M,Surfing,N
2010,10,BAHAMAS,Exuma Islands,Unprovoked,Unknown,M,Snorkeling,N
2010,10,BAHAMAS,Abaco Islands,Unprovoked,Unknown,F,Surfing,N
2010,10,SOUTH AFRICA,Western Cape Province,Unprovoked,Teen,M,Surfing,N
2010,09,USA,Oregon,Unprovoked,29,M,Surfing,N
2010,09,USA,Virginia,Unprovoked,18,M,Surfing,N
2010,09,SOUTH AFRICA,Western Cape Province,Unprovoked,29,M,Swimming,Y
2010,09,AUSTRALIA,New South Wales,Unprovoked,15,M,Surfing,N
2010,09,USA,Florida,Unprovoked,27,M,Swimming,N
2010,09,USA,Florida,Unprovoked,Unknown,M,Surfing,N
2010,09,USA,Florida,Unprovoked,24,M,Surfing,N
2010,09,USA,Florida,Unprovoked,24,M,Surfing,N
2010,08,USA,Florida,Unprovoked,10,M,Surfing,N
2010,08,AUSTRALIA,Western Australia,Unprovoked,31,M,Surfing,Y
2010,08,USA,California,Unprovoked,45,M,Kayaking,N
2010,08,AUSTRALIA,Queensland,Provoked,Unknown,F,Fishing,N
2010,08,AUSTRALIA,New South Wales,Unprovoked,47,M,Surfing,N
2010,08,USA,North Carolina,Unprovoked,25,M,Surfing,N
2010,08,USA,Florida,Invalid,Unknown,F,Swimming,N
2010,08,USA,California,Unprovoked,Unknown,M,Kayaking,N
2010,08,USA,Florida,Unprovoked,37,F,Standing,N
2010,07,USA,South Carolina,Unprovoked,16,M,Standing,N
2010,07,USA,Florida,Unprovoked,20,M,Surfing,N
2010,07,USA,South Carolina,Unprovoked,10,M,Swimming,N
2010,07,USA,North Carolina,Unprovoked,13,F,Swimming,N
2010,07,USA,Florida,Unprovoked,55,M,Surfing,N
2010,07,USA,Texas,Unprovoked,Unknown,M,Fishing,N
2010,07,USA,Florida,Provoked,Unknown,M,Fishing,N
2010,07,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,21,F,Snorkeling,N
2010,07,USA,New York,Provoked,20,M,Fishing,N
2010,07,USA,California,Unprovoked,19,M,Surfing,N
2010,06,USA,Texas,Unprovoked,20,M,Surfing,N
2010,06,USA,South Carolina,Unprovoked,6,F,Surfing,N
2010,06,USA,North Carolina,Unprovoked,13,F,Swimming,N
2010,06,VIETNAM,Binh Dinh Province,Unprovoked,17,M,Swimming,N
2010,06,USA,Florida,Unprovoked,18,F,Surfing,N
2010,06,AUSTRALIA,Western Australia,Unprovoked,40,M,Surfing,N
2010,06,USA,Florida,Unprovoked,20,M,Surfing,N
2010,05,USA,Florida,Provoked,49,M,Fishing,N
2010,05,VIETNAM,Binh Dinh Province,Unprovoked,60,F,Swimming,N
2010,05,AUSTRALIA,New South Wales,Unprovoked,Unknown,M,Surfing,N
2010,05,USA,Florida,Unprovoked,10,F,Wading,N
2010,04,USA,Hawaii,Unprovoked,68,M,Surfing,N
2010,04,SOUTH AFRICA,Eastern Cape Province,Unprovoked,35,M,Surfing,N
2010,02,NEW ZEALAND,South Island,Unprovoked,Unknown,M,Swimming,N
2010,02,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Unknown,M,Surfing,N
2010,02,AUSTRALIA,Queensland,Unprovoked,60,F,Snorkeling,N
2010,02,AUSTRALIA,New South Wales,Unprovoked,46,M,Surfing,N
2010,02,NEW ZEALAND,South Island,Provoked,Unknown,M,Spearfishing,N
2010,02,AUSTRALIA,New South Wales,Unprovoked,18,M,Surfing,N
2010,02,NEW ZEALAND,South Island,Provoked,14,F,Surfing,N
2010,01,AUSTRALIA,Queensland,Unprovoked,Unknown,M,Surfing,N
2010,01,AUSTRALIA,Victoria,Unprovoked,Unknown,M,Surfing,N
2010,01,AUSTRALIA,Torres Strait,Unprovoked,9,F,Snorkeling,N
2010,01,VIETNAM,Binh Dinh Province,Unprovoked,Unknown,F,Unknown,N
2010,01,VIETNAM,Binh Dinh Province,Unprovoked,Unknown,M,Unknown,N
2010,01,USA,Florida,Unprovoked,32,M,Spearfishing,N
2009,12,AUSTRALIA,New South Wales,Provoked,55,M,Swimming,N
2009,12,MOZAMBIQUE,Maputo Province,Unprovoked,27,M,Swimming,N
2009,12,AUSTRALIA,Queensland,Boat,Unknown,M,Kayaking,N
2009,12,AUSTRALIA,Queensland,Unprovoked,18,M,Spearfishing,N
2009,12,SOUTH AFRICA,KwaZulu-Natal,Invalid,Unknown,M,Surfing,N
2009,12,AUSTRALIA,New South Wales,Unprovoked,39,M,Surfing,N
2009,12,USA,New Jersey,Provoked,58,M,Diving,N
2009,11,USA,California,Invalid,49,M,Surfing,N
2009,11,USA,Florida,Unprovoked,10,M,Wading,N
2009,11,USA,California,Unprovoked,31,M,Fishing,N
2009,11,USA,Florida,Unprovoked,22,M,Surfing,N
2009,11,USA,Florida,Unprovoked,27,F,Surfing,N
2009,11,USA,Florida,Unprovoked,18,M,Surfing,N
2009,11,AUSTRALIA,South Australia,Unprovoked,25,M,Kayaking,N
2009,11,USA,California,Unprovoked,21,M,Surfing,N
2009,10,AUSTRALIA,Victoria,Unprovoked,27,M,Kayaking,N
2009,10,MOZAMBIQUE,Inhambane Province,Unprovoked,Unknown,M,Spearfishing,N
2009,10,USA,California,Unprovoked,Unknown,M,Surfing,N
2009,10,USA,Hawaii,Unprovoked,54,M,Surfing,N
2009,10,AUSTRALIA,Western Australia,Unprovoked,23,M,Diving,N
2009,10,USA,California,Unprovoked,Unknown,M,Surfing,N
2009,09,USA,Florida,Unprovoked,Unknown,M,Swimming,N
2009,09,USA,North Carolina,Invalid,60,M,Swimming,Y
2009,08,USA,California,Unprovoked,Unknown,M,Surfing,N
2009,08,SOUTH AFRICA,Western Cape Province,Unprovoked,25,M,Surfing,Y
2009,08,USA,California,Unprovoked,22,F,Swimming,N
2009,08,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Unknown,M,Surfing,N
2009,08,USA,Florida,Unprovoked,26,M,Swimming,N
2009,08,USA,Hawaii,Unprovoked,Unknown,M,Surfing,N
2009,07,BAHAMAS,Abaco Islands,Unprovoked,14,M,Spearfishing,N
2009,07,AUSTRALIA,New South Wales,Unprovoked,14,M,Surfing,N
2009,07,VIETNAM,Binh Dinh Province,Unprovoked,41,F,Swimming,N
2009,07,USA,Texas,Unprovoked,14,F,Wading,N
2009,07,USA,North Carolina,Unprovoked,26,F,Swimming,N
2009,07,USA,Florida,Unprovoked,19,F,Swimming,N
2009,07,VIETNAM,Binh Dinh Province,Unprovoked,57,M,Swimming,N
2009,07,SOUTH AFRICA,Western Cape Province,Unprovoked,37,M,Surfing,N
2009,07,USA,Florida,Unprovoked,12,F,Surfing,N
2009,07,USA,Florida,Provoked,43,F,Swimming,N
2009,06,AUSTRALIA,New South Wales,Unprovoked,52,M,Surfing,N
2009,06,USA,California,Invalid,26,M,Surfing,N
2009,05,USA,Florida,Provoked,Unknown,M,Swimming,N
2009,05,USA,Florida,Unprovoked,31,M,Surfing,N
2009,05,USA,Florida,Unprovoked,49,M,Surfing,N
2009,05,USA,Florida,Unprovoked,55,M,Surfing,N
2009,05,BAHAMAS,Exuma Islands,Provoked,48,M,Spearfishing,N
2009,04,USA,Florida,Unprovoked,Unknown,F,Unknown,N
2009,04,USA,California,Unprovoked,Unknown,M,Surfing,N
2009,04,USA,Florida,Unprovoked,20,M,Surfing,N
2009,04,USA,Florida,Unprovoked,52,M,Surfing,N
2009,04,USA,Florida,Unprovoked,31,M,Surfing,N
2009,04,USA,Hawaii,Invalid,49,M,Spearfishing,N
2009,04,SOUTH AFRICA,KwaZulu-Natal,Invalid,24,M,Swimming,Y
2009,04,USA,California,Unprovoked,Unknown,M,Spearfishing,N
2009,04,USA,Florida,Unprovoked,15,M,Wading,N
2009,03,SOUTH AFRICA,Eastern Cape Province,Unprovoked,16,M,Surfing,Y
2009,03,AUSTRALIA,New South Wales,Unprovoked,17,M,Surfing,N
2009,03,AUSTRALIA,New South Wales,Unprovoked,Unknown,M,Surfing,N
2009,03,AUSTRALIA,New South Wales,Unprovoked,Unknown,F,Surfing,N
2009,03,USA,Florida,Unprovoked,17,F,Surfing,N
2009,03,USA,Hawaii,Unprovoked,61,M,Swimming,N
2009,03,AUSTRALIA,Western Australia,Provoked,21,M,Wading,N
2009,03,NEW CALEDONIA,South Province,Unprovoked,19,M,Surfing,Y
2009,03,SOUTH AFRICA,Western Cape Province,Provoked,40,M,Fishing,N
2009,03,NEW ZEALAND,North Island,Boat,Unknown,M,Fishing,N
2009,03,AUSTRALIA,New South Wales,Unprovoked,15,M,Surfing,N
2009,02,AUSTRALIA,Queensland,Unprovoked,Unknown,M,Fishing,N
2009,02,AUSTRALIA,New South Wales,Unprovoked,Unknown,M,Surfing,N
2009,02,AUSTRALIA,New South Wales,Unprovoked,33,M,Surfing,N
2009,02,AUSTRALIA,New South Wales,Unprovoked,41,M,Surfing,N
2009,02,AUSTRALIA,New South Wales,Unprovoked,Unknown,M,Surfing,N
2009,01,NEW ZEALAND,North Island,Boat,Unknown,Unknown,Fishing,N
2009,01,AUSTRALIA,New South Wales,Unprovoked,19,M,Swimming,N
2009,01,SOUTH AFRICA,Eastern Cape Province,Unprovoked,25,M,Swimming,Y
2009,01,AUSTRALIA,Victoria,Boat,Unknown,M,Fishing,N
2009,01,NEW ZEALAND,South Island,Unprovoked,Unknown,M,Surfing,N
2009,01,SOUTH AFRICA,Western Cape Province,Unprovoked,Unknown,Unknown,Unknown,Y
2009,01,AUSTRALIA,New South Wales,Unprovoked,24,M,Snorkeling,N
2009,01,AUSTRALIA,Tasmania,Unprovoked,13,F,Surfing,N
2009,01,AUSTRALIA,New South Wales,Unprovoked,31,M,Surfing,N
2009,01,NEW ZEALAND,North Island,Boat,Unknown,Unknown,Fishing,N
2009,01,NEW ZEALAND,North Island,Unprovoked,49,M,Swimming,N
2008,12,AUSTRALIA,New South Wales,Unprovoked,10,M,Surfing,N
2008,12,AUSTRALIA,New South Wales,Unprovoked,29,M,Kayaking,N
2008,12,AUSTRALIA,Western Australia,Unprovoked,51,M,Snorkeling,Y
2008,12,USA,California,Unprovoked,Unknown,M,Kayaking,N
2008,12,NEW ZEALAND,North Island,Unprovoked,Unknown,M,Fishing,N
2008,12,SOUTH AFRICA,Western Cape Province,Provoked,15,M,Fishing,N
2008,12,AUSTRALIA,New South Wales,Boat,Unknown,Unknown,Fishing,N
2008,12,MOZAMBIQUE,Inhambane Province,Unprovoked,Unknown,M,Spearfishing,Y
2008,11,EGYPT,Red Sea,Unprovoked,Unknown,F,Diving,N
2008,11,AUSTRALIA,South Australia,Boat,Unknown,M,Fishing,N
2008,10,AUSTRALIA,New South Wales,Provoked,34,M,Diving,N
2008,10,AUSTRALIA,Northern Territory,Provoked,50,M,Fishing,N
2008,10,AUSTRALIA,New South Wales,Unprovoked,15,M,Surfing,N
2008,10,USA,Florida,Unprovoked,11,M,Fishing,N
2008,09,USA,Florida,Unprovoked,44,M,Surfing,N
2008,09,USA,Florida,Unprovoked,40,M,Surfing,N
2008,09,AUSTRALIA,Northern Territory,Provoked,43,M,Swimming,N
2008,09,USA,Florida,Unprovoked,32,M,Swimming,N
2008,09,USA,Hawaii,Unprovoked,40,M,Surfing,N
2008,09,USA,California,Unprovoked,Unknown,M,Surfing,N
2008,09,AUSTRALIA,New South Wales,Unprovoked,51,M,Surfing,N
2008,09,USA,Florida,Unprovoked,43,M,Surfing,N
2008,09,USA,Florida,Unprovoked,15,M,Surfing,N
2008,09,USA,Florida,Unprovoked,52,M,Surfing,N
2008,09,USA,Florida,Unprovoked,Unknown,M,Surfing,N
2008,08,AUSTRALIA,New South Wales,Unprovoked,29,M,Surfing,N
2008,08,USA,Hawaii,Invalid,27,M,Swimming,Y
2008,08,USA,Florida,Unprovoked,19,M,Surfing,N
2008,08,USA,Florida,Unprovoked,26,M,Surfing,N
2008,08,USA,North Carolina,Invalid,20,F,Surfing,N
2008,08,USA,Florida,Unprovoked,47,M,Swimming,N
2008,08,USA,South Carolina,Invalid,7,M,Unknown,N
2008,08,USA,Florida,Unprovoked,13,F,Wading,N
2008,08,USA,Hawaii,Unprovoked,Unknown,M,Diving,N
2008,07,AUSTRALIA,Victoria,Unprovoked,31,M,Surfing,N
2008,07,USA,Hawaii,Unprovoked,Unknown,M,Swimming,N
2008,07,USA,Florida,Unprovoked,17,M,Surfing,N
2008,07,USA,Hawaii,Unprovoked,44,F,Snorkeling,N
2008,07,USA,North Carolina,Unprovoked,9,M,Wading,N
2008,07,USA,North Carolina,Unprovoked,8,F,Wading,N
2008,07,USA,Florida,Provoked,15,M,Surfing,N
2008,07,USA,Florida,Unprovoked,16,M,Wading,N
2008,07,USA,North Carolina,Invalid,52,M,Surfing,N
2008,07,USA,South Carolina,Unprovoked,24,M,Surfing,N
2008,07,USA,North Carolina,Unprovoked,14,F,Swimming,N
2008,07,USA,South Carolina,Unprovoked,17,F,Unknown,N
2008,06,USA,Hawaii,Invalid,53,M,Wading,Y
2008,06,BAHAMAS,Abaco Islands,Unprovoked,42,M,Spearfishing,N
2008,06,USA,Florida,Unprovoked,29,M,Surfing,N
2008,06,USA,South Carolina,Unprovoked,37,M,Swimming,N
2008,06,USA,California,Unprovoked,40,F,Kayaking,N
2008,06,USA,Florida,Unprovoked,35,F,Wading,N
2008,06,USA,Florida,Unprovoked,40,M,Surfing,N
2008,06,USA,South Carolina,Unprovoked,15,F,Surfing,N
2008,05,USA,North Carolina,Unprovoked,9,M,Surfing,N
2008,05,AUSTRALIA,Western Australia,Unprovoked,37,M,Swimming,N
2008,05,NEW CALEDONIA,North Province,Unprovoked,40,M,Fishing,N
2008,05,USA,Florida,Unprovoked,6,M,Wading,N
2008,04,USA,Florida,Unprovoked,18,M,Surfing,N
2008,04,USA,Florida,Unprovoked,24,M,Surfing,N
2008,04,NEW CALEDONIA,North Province,Unprovoked,32,M,Swimming,N
2008,04,USA,Florida,Provoked,21,M,Surfing,N
2008,04,USA,California,Unprovoked,66,M,Swimming,Y
2008,04,USA,Florida,Unprovoked,14,M,Surfing,N
2008,04,AUSTRALIA,New South Wales,Unprovoked,Unknown,M,Unknown,UNKNOWN
2008,04,MEXICO,Quintana Roo,Invalid,32,M,Swimming,Y
2008,04,AUSTRALIA,Queensland,Invalid,19,M,Surfing,N
2008,04,USA,Florida,Unprovoked,30,M,Surfing,N
2008,03,USA,Florida,Unprovoked,Unknown,M,Surfing,N
2008,04,USA,Florida,Unprovoked,Unknown,Unknown,Surfing,N
2008,04,AUSTRALIA,New South Wales,Unprovoked,16,M,Surfing,Y
2008,03,USA,Florida,Unprovoked,52,M,Surfing,N
2008,03,USA,Florida,Unprovoked,15,M,Wading,N
2008,03,USA,Florida,Unprovoked,14,M,Wading,N
2008,03,USA,California,Unprovoked,27,M,Surfing,N
2008,02,USA,Florida,Unprovoked,25,M,Surfing,N
2008,02,AUSTRALIA,New South Wales,Unprovoked,14,F,Surfing,N
2008,02,USA,Florida,Unprovoked,Unknown,M,Surfing,N
2008,01,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,42,M,Surfing,N
2008,01,NEW ZEALAND,South Island,Invalid,Unknown,M,Wading,N
2008,01,USA,Florida,Unprovoked,20,M,Surfing,N
2007,12,AUSTRALIA,New South Wales,Unprovoked,31,M,Surfing,N
2007,12,AUSTRALIA,Queensland,Unprovoked,teen,M,Swimming,N
2007,12,AUSTRALIA,New South Wales,Invalid,34,M,Swimming,N
2007,12,USA,Hawaii,Unprovoked,52,M,Surfing,N
2007,12,NEW ZEALAND,South Island,Unprovoked,Unknown,F,Surfing,N
2007,11,AUSTRALIA,Western Australia,Provoked,32,M,Fishing,N
2007,11,AUSTRALIA,New South Wales,Unprovoked,Unknown,M,Surfing,N
2007,11,SOUTH AFRICA,Western Cape Province,Unprovoked,14,M,Surfing,N
2007,11,USA,Florida,Unprovoked,21,M,Surfing,N
2007,11,USA,Florida,Unprovoked,42,M,Surfing,N
2007,11,SOUTH AFRICA,Eastern Cape Province,Unprovoked,37,M,Surfing,N
2007,10,AUSTRALIA,New South Wales,Unprovoked,52,F,Surfing,N
2007,10,AUSTRALIA,Queensland,Unprovoked,31,M,Spearfishing,N
2007,10,USA,California,Unprovoked,22,M,Surfing,N
2007,10,USA,Florida,Unprovoked,16,M,Surfing,N
2007,09,USA,California,Unprovoked,Unknown,M,Surfing,N
2007,09,NEW CALEDONIA,Loyalty Islands,Unprovoked,23,F,Swimming,Y
2007,09,BAHAMAS,Grand Bahama Island,Unprovoked,48,F,Spearfishing,N
2007,09,USA,California,Unprovoked,Unknown,F,Surfing,N
2007,09,EGYPT,Red Sea,Unprovoked,18 or 20,F,Swimming,N
2007,09,USA,Florida,Invalid,Unknown,F,Diving,Y
2007,09,USA,Florida,Unprovoked,Unknown,F,Surfing,N
2007,09,USA,Florida,Unprovoked,23,M,Surfing,N
2007,09,USA,Florida,Unprovoked,Teen,F,Surfing,N
2007,09,USA,Florida,Unprovoked,14,M,Snorkeling,N
2007,09,USA,Florida,Unprovoked,58,F,Wading,N
2007,09,USA,Florida,Unprovoked,36,F,Wading,N
2007,09,USA,South Carolina,Unprovoked,15,M,Standing,N
2007,09,USA,Florida,Unprovoked,58,M,Swimming,N
2007,08,USA,Hawaii,Unprovoked,15,M,Surfing,N
2007,08,USA,California,Unprovoked,24,M,Surfing,N
2007,08,USA,Florida,Unprovoked,54,M,Surfing,N
2007,08,USA,Florida,Unprovoked,27,M,Surfing,N
2007,08,USA,North Carolina,Provoked,Unknown,M,Diving,N
2007,08,USA,Delaware,Provoked,Unknown,M,Fishing,N
2007,08,USA,Florida,Unprovoked,52,M,Swimming,N
2007,08,USA,Florida,Unprovoked,16,M,Surfing,N
2007,08,USA,Florida,Unprovoked,15,F,Swimming,N
2007,08,USA,South Carolina,Unprovoked,30,M,Swimming,N
2007,08,USA,South Carolina,Unprovoked,9,M,Surfing,N
2007,07,USA,Florida,Unprovoked,51,M,Surfing,N
2007,07,USA,California,Unprovoked,20,M,Surfing,N
2007,07,USA,California,Boat,Unknown,M,Kayaking,N
2007,07,USA,Hawaii,Unprovoked,36,M,Snorkeling,N
2007,07,USA,North Carolina,Unprovoked,14,M,Swimming,N
2007,07,USA,California,Invalid,43,F,Swimming,N
2007,07,USA,North Carolina,Unprovoked,30,F,Wading,N
2007,07,BAHAMAS,Abaco Islands,Unprovoked,48,F,Spearfishing,N
2007,07,USA,Florida,Unprovoked,18,M,Surfing,N
2007,06,USA,California,Unprovoked,Unknown,F,Swimming,N
2007,06,USA,Florida,Unprovoked,20,M,Surfing,N
2007,06,USA,Hawaii,Unprovoked,Unknown,M,Surfing,N
2007,06,USA,Florida,Invalid,9,F,Surfing,N
2007,06,USA,Florida,Unprovoked,Unknown,F,Swimming,N
2007,06,AUSTRALIA,New South Wales,Unprovoked,Unknown,M,Surfing,N
2007,05,USA,South Carolina,Unprovoked,Unknown,F,Wading,N
2007,05,AUSTRALIA,Western Australia,Unprovoked,38,F,Wading,N
2007,05,AUSTRALIA,Victoria,Unprovoked,19,M,Surfing,N
2007,05,USA,Florida,Unprovoked,21,F,Surfing,N
2007,05,AUSTRALIA,New South Wales,Invalid,45,M,Swimming,Y
2007,05,USA,Hawaii,Unprovoked,63,F,Snorkeling,N
2007,05,USA,Florida,Unprovoked,68,M,Swimming,N
2007,04,USA,Florida,Unprovoked,12,M,Surfing,N
2007,04,USA,Florida,Unprovoked,24,M,Surfing,N
2007,04,USA,Florida,Boat,Unknown,Unknown,Fishing,N
2007,04,NEW CALEDONIA,South Province,Unprovoked,26,M,Surfing,N
2007,03,USA,Florida,Unprovoked,27,M,Surfing,N
2007,03,USA,Florida,Unprovoked,9,M,Unknown,N
2007,03,USA,Florida,Unprovoked,11,M,Surfing,N
2007,03,AUSTRALIA,New South Wales,Unprovoked,42,F,Surfing,N
2007,03,AUSTRALIA,Queensland,Unprovoked,59,F,Swimming,N
2007,03,USA,Florida,Unprovoked,29,M,Surfing,N
2007,02,AUSTRALIA,New South Wales,Unprovoked,26,M,Surfing,N
2007,02,NEW CALEDONIA,Loyalty Islands,Unprovoked,Unknown,M,Spearfishing,N
2007,01,AUSTRALIA,New South Wales,Unprovoked,41,M,Diving,N
2007,01,AUSTRALIA,New South Wales,Invalid,20,M,Swimming,Y
2007,01,AUSTRALIA,New South Wales,Unprovoked,Unknown,M,Surfing,N
2007,01,USA,New York,Invalid,54,M,Surfing,N
2007,01,USA,Hawaii,Unprovoked,24,M,Surfing,N
2006,12,AUSTRALIA,Victoria,Unprovoked,25,M,Surfing,N
2006,12,NEW ZEALAND,North Island,Unprovoked,10,M,Surfing,N
2006,12,USA,California,Unprovoked,43,M,Surfing,N
2006,12,SOUTH AFRICA,KwaZulu-Natal,Provoked,25,M,Fishing,N
2006,12,AUSTRALIA,Western Australia,Unprovoked,15,M,Surfing,N
2006,11,USA,Hawaii,Unprovoked,29,M,Swimming,N
2006,10,USA,Oregon,Unprovoked,22,M,Surfing,N
2006,10,USA,Florida,Unprovoked,15,M,Fishing,N
2006,10,USA,Florida,Unprovoked,20,M,Surfing,N
2006,10,USA,Texas,Unprovoked,Unknown,M,Surfing,N
2006,09,SOUTH AFRICA,Western Cape Province,Invalid,36,M,Spearfishing,N
2006,09,USA,Florida,Unprovoked,19,M,Surfing,N
2006,09,USA,North Carolina,Unprovoked,16,M,Surfing,N
2006,09,USA,Florida,Unprovoked,55,M,Swimming,N
2006,09,USA,Florida,Unprovoked,52,M,Surfing,N
2006,09,AUSTRALIA,Queensland,Invalid,44,M,Diving,Y
2006,09,USA,Florida,Unprovoked,33,M,Standing,N
2006,09,USA,Florida,Unprovoked,12 or 13,M,Swimming,N
2006,09,SOUTH AFRICA,Western Cape Province,Unprovoked,37,M,Surfing,N
2006,08,USA,Oregon,Unprovoked,23,M,Surfing,N
2006,08,AUSTRALIA,South Australia,Unprovoked,Unknown,M,Surfing,N
2006,08,SOUTH AFRICA,Western Cape Province,Unprovoked,Unknown,M,Surfing,N
2006,08,USA,North Carolina,Unprovoked,59,F,Wading,N
2006,07,USA,Oregon,Unprovoked,41,M,Surfing,N
2006,07,USA,California,Invalid,Unknown,M,Surfing,N
2006,07,USA,Florida,Unprovoked,15,M,Surfing,N
2006,07,SOUTH AFRICA,Western Cape Province,Unprovoked,19,M,Surfing,N
2006,07,USA,Florida,Unprovoked,14,M,Surfing,N
2006,07,USA,Texas,Unprovoked,Unknown,M,Fishing,N
2006,07,AUSTRALIA,Torres Strait,Invalid,Unknown,Unknown,Unknown,N
