Month,Year,Type,Country,Area,Location,Activity,Sex,Age,Age range,Injury,Fatal,Time,Time of day,Species,Case Number,Date
12,2007,Unprovoked,NEW ZEALAND,South Island,Kaikoura,Surfing,F,0,Unknown,"No injury, shark bit surfboard & severed leash",N,Unknown,Unknown,Unknown,2007.12.09,09-Dec-07
12,2007,Unprovoked,BRAZIL,Pernambuco,Itamarac�,Removing fish from a trap,M,28,25-34,20 cm injury to left foot,N,Unknown,Unknown,2.27 M Shark,2007.12.07,07-Dec-07
11,2007,Provoked,AUSTRALIA,Western Australia,In A Tidal Creek    5 Km From Wickham,Fishing,M,32,25-34,Minor injury to finger by netted shark provoked incident,N,Unknown,Unknown,Reef Shark,2007.11.18,18-Nov-07
11,2007,Unprovoked,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",Surfing,M,0,Unknown,"No injury, teethmarks in board & torn wetsuit",N,14h20,1. Afternoon,Unknown,2007.11.08,08-Nov-07
11,2007,Unprovoked,SOUTH AFRICA,Western Cape Province,The Strand,Surfing,M,14,12-17,Lacerations to feet,N,17h30,1. Afternoon,1.5 To 2 M Shark,2007.11.07,07-Nov-07
11,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,18-24,Cut to right knee,N,11h115,0. Morning,4' To 5' Shark,2007.11.06,06-Nov-07
11,2007,Unprovoked,USA,Florida,"Round Island Park, Indian River County",Surfing,M,42,35-44,Lacerations to right leg,N,09h00,0. Morning,5' Shark,2007.11.04,04-Nov-07
11,2007,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,Surfing,M,37,35-44,Lacerations to thigh,N,08h45,0. Morning,"White Shark, 3M To 4M",2007.11.03,03-Nov-07
11,2007,Invalid,MEXICO,Baja California,Guadalupe Island,Shark diving,M,0,Unknown,White shark breached cage. no injury to occupants,N,Unknown,Unknown,Unknown,2007.11.00,Nov-11
10,2007,Unprovoked,USA,Hawaii,"Wailea, Maui",Floating,M,32,25-34,Lacerations to left lower leg,N,15h30,1. Afternoon,Tiger Shark,2007.10.29,29-Oct-07
10,2007,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,Surf-skiing,F,52,45-54,Small laceration to wrist,N,11h30,0. Morning,"White Shark, 2.5M",2007.10.15,15-Oct-07
10,2007,Unprovoked,AUSTRALIA,Queensland,Holmes Reef,Spearfishing,M,31,25-34,Laceration to calf,N,12h00,1. Afternoon,Bronze Whaler Shark,2007.10.13,13-Oct-07
10,2007,Unprovoked,USA,California,"Venice Pier, Venice, Los Angeles County",Surfing,M,22,18-24,4 scratches on left hand,N,20h30,2. Evening,3' To 4' Shark,2007.10.07,07-Oct-07
10,2007,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,16,12-17,Severe lacerations to right hand,N,08h10,0. Morning,"Blacktip Shark, 5'",2007.10.06,06-Oct-07
9,2007,Unprovoked,USA,California,"Santa Monica, Los Angeles County",Surfing,M,0,Unknown,Puncture wound to foot,N,11h30,0. Morning,Unknown,2007.09.30.c,30-Sep-07
9,2007,Sea Disaster,PHILIPPINES,Palawan,Off Cagayancillo,"The 426-ton cargo ship mia, laden with cement, capsized in heavy seas",M,0,Unknown,"Fatal        only 4 of the 18 on board were rescued, some of the missing were allegedly killed by sharks",Y,14h40,1. Afternoon,Unknown,2007.09.30.b,30-Sep-07
9,2007,Unprovoked,NEW CALEDONIA,Loyalty Islands,"Bay Of Luengoni, Lifou Island",Swimming,F,23,18-24,Fatal,Y,10h00,0. Morning,Tiger Shark,2007.09.30.a,30-Sep-07
9,2007,Unprovoked,BAHAMAS,Grand Bahama Island,Sweetings Cay,Spearfishing,F,48,45-54,Thigh bitten,N,12h00,1. Afternoon,Caribbean Reef Shark,2007.09.28,28-Sep-07
9,2007,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",Surfing,F,0,Unknown,"No injury to surfer, surfboard bitten",N,08h15,0. Morning,White Shark,2007.09.27.b,27-Sep-07
9,2007,Invalid,USA,Florida,Jupiter Inlet,Scuba diving,F,0,Unknown,Shark involvement prior to death unconfirmed,Y,Unknown,Unknown,Unknown,2007.09.22.b,22-Sep-07
9,2007,Unprovoked,USA,Florida,Huguenot Park,Surfing,F,0,Unknown,Laceration to foot,N,Unknown,Unknown,4' Shark,2007.09.22.a,22-Sep-07
9,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,23,18-24,Small lacerations to bottom of right big toe,N,18h20,2. Evening,3' Shark,2007.09.20,20-Sep-07
9,2007,Unprovoked,SOLOMON ISLANDS,Marovo Lagoon,Kicha Island,Spearfishing,M,0,Unknown,Left thigh bitten,N,20h00,2. Evening,Gray Reef Shark,2007.09.17,17-Sep-07
9,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading?,M,56,55-64,Laceration to right heel,N,11h15,0. Morning,Unknown,2007.09.16.b,16-Sep-07
9,2007,Unprovoked,USA,Florida,"Lauderdale-By-The-Sea, Broward County",Snorkeling,M,14,12-17,"Minor injury, shark latched onto his abdomen",N,16h00,1. Afternoon,"Nurse Shark, 2' To 3'",2007.09.13,13-Sep-07
9,2007,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",Wading,F,58,55-64,Puncture wounds & 2-inch laceration to calf,N,11h45,0. Morning,Unknown,2007.09.08,08-Sep-07
9,2007,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Wading,F,36,35-44,Laceration to right big toe,N,13h42,1. Afternoon,Unknown,2007.09.05,05-Sep-07
9,2007,Unprovoked,USA,South Carolina,Sullivan'S Island,Standing,M,15,12-17,Lacerations to left calf and both feet,N,18h30,2. Evening,Unknown,2007.09.04,04-Sep-07
9,2007,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Jumping,F,12,12-17,Tiny punctures to arm,N,10h00,0. Morning,"18"" To 24"" Shark",2007.09.03.b,03-Sep-07
9,2007,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",Swimming,M,58,55-64,"3"" laceration to left forearm",N,09h45,0. Morning,Possibly A Spinner Shark,2007.09.03.a,03-Sep-07
8,2007,Unprovoked,USA,Hawaii,"Ka'A'Awa, Oahu",Body boarding,M,15,12-17,Laceration to right heel,N,16h30,1. Afternoon,"Tiger Shark, 10' To 12'",2007.08.28.b,28-Aug-07
8,2007,Unprovoked,USA,California,"Marina State Beach, Monterey County",Surfing,M,24,18-24,Lacerations to thigh & torso,N,10h45,0. Morning,"White Shark, 12'",2007.08.28.a,28-Aug-07
8,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,54,45-54,Left hand  bitten,N,14h00,1. Afternoon,3' Shark,2007.08.26,26-Aug-07
8,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,27,25-34,6 lacerations to left hand,N,10h00,0. Morning,3' Shark,2007.08.25,25-Aug-07
8,2007,Provoked,USA,North Carolina,North Carolina Aquarium At Fort Fisher,Diving,M,0,Unknown,Minor injury from captive shark provoked incident,N,Unknown,Unknown,Sand Shark,2007.08.22,22-Aug-07
8,2007,Provoked,USA,Delaware,"Indian River Inlet, Rehoboth Beach",Fishing,M,0,Unknown,Forearm bitten by hooked shark provoked incident,N,19h45,2. Evening,Sandtiger Shark,2007.08.20,20-Aug-07
8,2007,Unprovoked,USA,Florida,"Islamorada Founder'S Park, Plantation Key, Monroe County",Swimming,M,52,45-54,Torso bitten,N,20h15,2. Evening,Unknown,2007.08.19.c,19-Aug-07
8,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,16,12-17,Foot bitten,N,12h39,1. Afternoon,4' To 5' Shark,2007.08.19.b,19-Aug-07
8,2007,Unprovoked,USA,South Carolina,"Lakewood Campground, Grand Strand, Horry County",Playing,M,7,1-12,Right calf bitten,N,10h00,0. Morning,Unknown,2007.08.19.a.,19-Aug-07
8,2007,Unprovoked,USA,Florida,Sarasota Bay,Floating near boat & observing bioluminesce,M,20,18-24,Puncture wounds to torso,N,00h00,3. Night,Possibly A 6' Bull Shark,2007.08.15,15-Aug-07
8,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,15,12-17,"Minor injury, small lacerations to right foot",N,17h35,1. Afternoon,,2007.08.12,12-Aug-07
8,2007,Unprovoked,USA,Florida,"Ponce Inlet,  New Smyrna Beach, Volusia County",Walking out of the water after surfing,M,19,18-24,"Minor injury, lacerations to left ankle & foot",N,18h00,2. Evening,Unknown,2007.08.11,11-Aug-07
8,2007,Unprovoked,USA,South Carolina,"Isle Of Palms, Charleston County",Swimming,M,30,25-34,Lacerations to right foot,N,16h40,1. Afternoon,Unknown,2007.08.09.b,09-Aug-07
8,2007,Unprovoked,USA,South Carolina,"Isle Of Palms, Charleston County",Boogie boarding,M,9,1-12,Lacerations to lower leg & ankle,N,14h00,1. Afternoon,Unknown,2007.08.09.a,09-Aug-07
8,2007,Unprovoked,USA,Florida,"Islamorada, Monroe County",Jumped into the water,F,19,18-24,Lacerations to arm,N,14h00,1. Afternoon,Possibly A 10' Bull Shark,2007.08.07,07-Aug-07
7,2007,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,51,45-54,Minor injury to shoulder,N,14h00,1. Afternoon,Unknown,2007.07.29,29-Jul-07
7,2007,Unprovoked,USA,California,"Imperial Beach, San Diego County",Surfing,M,20,18-24,"No injury, shark bit surfboard",N,23h00,3. Night,Unknown,2007.07.28,28-Jul-07
7,2007,Unprovoked,USA,California,"Malibu, Los Angeles County",Surf paddling,M,0,Unknown,"No injury, surfboard bumped by shark for 20 minutes",N,Unknown,Unknown,"White Shark, 12'",2007.07.22,22-Jul-07
7,2007,Boat,USA,California,"Bean Hollow State Beach, San Mateo County",Kayak fishing,M,0,Unknown,"No injury, kayak bitten",N,10h15,0. Morning,White Shark,2007.07.21,21-Jul-07
7,2007,Unprovoked,USA,Hawaii,"Bellows Beach Near Wailea Point, O�Ahu",Snorkeling,M,36,35-44,Left calf severely bitten,N,15h15,1. Afternoon,,2007.07.19.b,19-Jul-2007.b
7,2007,Unprovoked,AUSTRALIA,Territory Of Cocos (Keeling) Islands,Direction Island,Wading,M,15,12-17,Calf bitten,N,11h00,0. Morning,"Bronze Whaler Shark, 1.5 M",2007.07.19.a,19-Jul-2007.a
7,2007,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow  County",Swimming,M,14,12-17,Right calf bitten,N,12h30,1. Afternoon,2' To 3' Shark,2007.07.18.b,18-Jul-07
7,2007,Invalid,USA,California,"Faria Beach, Ventura County",Swimming,F,43,35-44,Foot injured. shark involvment uncomfirmed,N,11h00,0. Morning,Shark Involvement Not Confirmed,2007.07.17.b,17-Jul-07
7,2007,Unprovoked,USA,North Carolina,"Atlantic Beach, Carteret County",Wading,F,30,25-34,Lacerations to right thigh & left foot,N,13h00,1. Afternoon,5' Shark,2007.07.17.a,17-Jul-07
7,2007,Unprovoked,BAHAMAS,Abaco Islands,Allan-Pensacola Cay,Spearfishing,F,48,45-54,"Lacerations to thumb, ring and pinky fingers of right hand",N,11h00,0. Morning,"Bull Shark, 5'",2007.07.10,10-Jul-07
7,2007,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,18,18-24,Right foot bitten,N,16h00,1. Afternoon,Unknown,2007.07.05,05-Jul-07
7,2007,Unprovoked,REUNION,Unknown,Boucan Canot,Body boarding,M,17,12-17,Minor injuries to thigh & knee,N,14h30,1. Afternoon,2 M Shark,2007.07.04,04-Jul-07
7,2007,Invalid,SENEGAL,Unknown,Unknown,Murder,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2007.07.00,Jul-07
6,2007,Provoked,USA,Florida,Marques Island,Removing hook from shark,M,0,Unknown,Lacerations to right  hand by hooked shark provoked incident,N,Unknown,Unknown,"Lemon Shark, 6' Female",2007.06.30.b,30-Jun-07
6,2007,Unprovoked,USA,California,"Will Rogers State Beach, Los Angeles County",Swimming,F,0,Unknown,Hand bitten,N,10h00,0. Morning,Unknown,2007.06.30.a,30-Jun-07
6,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,18-24,6 to 8 puncture wounds to right hand,N,17h30,1. Afternoon,4' Shark,2007.06.25,25-Jun-07
6,2007,Unprovoked,USA,Hawaii,"Silva'S Channel, Mokuleia, O'Ahu",Surfing,M,0,Unknown,"No injury, board damaged",N,07h05,0. Morning,Tiger Shark,2007.06.24,24-Jun-07
6,2007,Invalid,USA,Florida,"Vilano Beach, St.  Johns County",Surfing,F,9,1-12,Superficial injuries to upper leg may have been caused by surfboard fin,N,16h30,1. Afternoon,Shark Involvement Not Confirmed,2007.06.17,17-Jun-07
6,2007,Unprovoked,USA,Florida,"Turtle Beach, Siesta Key, Sarasota County",Swimming,F,0,Unknown,Right foot bitten,N,11h00,0. Morning,3' To 4' Shark,2007.06.12,12-Jun-07
6,2007,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, Crescent Head",Surfing,M,0,Unknown,Lacerations to leg & ankle,N,20h00,2. Evening,Unknown,2007.06.05,05-Jun-07
5,2007,Unprovoked,USA,South Carolina,Garden City,Wading,F,0,Unknown,Lacerations to lower leg,N,17h00,1. Afternoon,Unknown,2007.05.26,26-May-07
5,2007,Provoked,USA,Virginia,"Virginia Aquarium & Marine Science Center, Virginia Beach",Reviving a sedated shark,F,40,35-44,Left shin bitten by captive shark provoked incident,N,10h00,0. Morning,A 10-Year-Old 94-Pound Pregnant Blacktip Reef Shark,2007.05.24,24-May-07
5,2007,Provoked,ENGLAND,Kent,Folkestone,Fishing,M,38,35-44,Bitten on the nose by a hooked shark provoked incident,N,14h00,1. Afternoon,"Lesser Spotted Dogfish, Scyliorhinus Canicula, Less Than 80 Cm In Length",2007.05.17.R,Reported 17-May-2007
5,2007,Unprovoked,AUSTRALIA,Western Australia,"Warra Beach, Coral Bay",Wading,F,38,35-44,Left heel & calf bitten,N,14h30,1. Afternoon,2.5 M Shark,2007.05.16,16-May-07
5,2007,Unprovoked,AUSTRALIA,Victoria,Warrnambool,Surfing,M,19,18-24,"No injury, shark's fin caught his leg",N,17h45,1. Afternoon,10' Shark,2007.05.12,12-May-07
5,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,21,18-24,Knee bitten,N,16h00,1. Afternoon,4' To 5' Shark,2007.05.10,10-May-07
5,2007,Invalid,AUSTRALIA,New South Wales,Kingscliff Beach,Swimming,M,45,45-54,Shark involvement prior to death unconfirmed,Y,12h15,1. Afternoon,Unknown,2007.05.08,08-May-07
5,2007,Unprovoked,USA,Hawaii,"Keawakapu Beach, Maui",Snorkeling,F,63,55-64,Right foot bitten,N,08h30,0. Morning,"Tiger Shark, 14'",2007.05.07.b,07-May-07
5,2007,Unprovoked,USA,Florida,Naples,Swimming,M,68,65-74,Circular bite on left thigh,N,08h30,0. Morning,6' To 8' Shark,2007.05.07.a,07-May-07
5,2007,Provoked,BAHAMAS,Bimini Islands,Unknown,Shark tagging,F,20,18-24,Lacerations to right upper arm by captive shark provoked incident,N,Unknown,Unknown,"Lemon Shark, >1 M",2007.05.00,May-07
4,2007,Unprovoked,AUSTRALIA,Queensland,"Mornington Island, Gulf Of Carpentaria",Swimming / jumping off a jetty,F,13,12-17,Lower leg & foot injured,N,18h00,2. Evening,"""A Small Shark""",2007.04.26,26-Apr-07
4,2007,Unprovoked,USA,Florida,"Hutchinson Island, St. Lucie County",Body boarding,M,12,12-17,Left foot bitten,N,12h30,1. Afternoon,Blacktip Or Spinner Shark,2007.04.22,22-Apr-07
4,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,18-24,Lacerations to left index finger & thumb,N,17h00,1. Afternoon,3' To 4' Shark,2007.04.20,20-Apr-07
4,2007,Boat,USA,Florida,"Florida Keys, Monroe County",Fishing,Unknown,0,Unknown,"No injury to occupants, shark holed the transom-mounted livewell",N,Unknown,Unknown,"Bull Shark, 10'",2007.04.13.R,Reported      13-Apr-2007
4,2007,Unprovoked,NEW CALEDONIA,South Province,Dumb�A,Surfing,M,26,25-34,Left foot bitten,N,16h00,1. Afternoon,Tiger Shark,2007.04.09,09-Apr-07
4,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Playing on a sandbar,M,7,1-12,Lacerations & puncture wounds to right calf,N,13h05,1. Afternoon,Unknown,2007.04.01,01-Apr-07
3,2007,Unprovoked,USA,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",Surfing,M,27,25-34,Lacerations to right ankle,N,14h20,1. Afternoon,3' Shark,2007.03.31.b,31-Mar-07
3,2007,Unprovoked,USA,Florida,"Waveland Beach, Hutchinson Island, St. Lucie County",Unknown,M,9,1-12,Minor cuts to right buttock & thigh,N,13h20,1. Afternoon,Unknown,2007.03.31.a,31-Mar-07
3,2007,Unprovoked,YEMEN,Muhafazat Hadramawt,Ras-Alkalb,Murder,Unknown,0,Unknown,"Fatal,  beaten & thrown overboard by smugglers, they  were killed by sharks",Y,10h00,0. Morning,Unknown,2007.03.22,22-Mar-07
3,2007,Unprovoked,USA,Florida,Jupiter Inlet,Surfing,M,11,1-12,Punctures & lacerations to right calf & calf,N,20h00,2. Evening,4' To 5' Shark,2007.03.21,21-Mar-07
3,2007,Unprovoked,AUSTRALIA,New South Wales,South Golden Beach,Surfing,F,42,35-44,Lacerations to 3 fingers of left hand,N,10h00,0. Morning,1.5 M Shark,2007.03.20,20-Mar-07
3,2007,Provoked,USA,Florida,Delray Beach,Shark fishing,M,0,Unknown,Right hand bitten by hooked shark provoked incident,N,Unknown,Unknown,5' Shark,2007.03.14.R,Reported 14-Mar-2007
3,2007,Unprovoked,AUSTRALIA,Queensland,"Moore Park, North Of Bundaberg",Swimming,F,59,55-64,"Bruises to arm and hand, laceration to lower leg & minor injuries to foot",N,15h30,1. Afternoon,2 To 2.5 M Shark,2007.03.12,12-Mar-07
3,2007,Unprovoked,USA,Florida,"Tiger Shores Beach, Martin County",Surfing,M,29,25-34,Lacerations to right forearm & hand,N,13h00,1. Afternoon,Unknown,2007.03.11,11-Mar-07
3,2007,Provoked,NEW ZEALAND,Cook Islans,Penhryn Island,Spearfishing,M,16,12-17,Leg bitten  by shark after he shot at it & missed  provoked incident,N,Unknown,Unknown,Tiger Shark,2007.03.05.R,Reported 05-Mar-2007
2,2007,Invalid,COSTA RICA,Unknown,Unknown,Swimming,M,36,35-44,Death due to drowning. shark bite may have been postmortem,Y,Unknown,Unknown,Unknown,2007.02.04,04-Feb-07
2,2007,Unprovoked,AUSTRALIA,New South Wales,Shelly Beach,Boogie boarding,M,26,25-34,Lacerations to  lower left leg & ankle,N,08h00,0. Morning,Unknown,2007.02.03,03-Feb-07
2,2007,Unprovoked,NEW CALEDONIA,Loyalty Islands,Ouv�A,Spearfishing,M,0,Unknown,Survived,N,Unknown,Unknown,Unknown,2007.02.00,Feb-07
1,2007,Unprovoked,NEW CALEDONIA,North Province,Kaala-Gomen,Spearfishing (free diving),M,30,25-34,Leg bitten,N,14h00,1. Afternoon,Tiger Shark,2007.01.25.b,25-Jan-07
1,2007,Boat,USA,Florida,100 Miles Off Ft. Myers Beach,Shrimping,Unknown,0,Unknown,"A large shark rammed boat, breaking prop shaft. no injury to occupants but boat sank several hours later",N,03h30,3. Night,14' Shark,2007.01.25.a,25-Jan-07
1,2007,Unprovoked,AUSTRALIA,New South Wales,Cape Howe,Diving,M,41,35-44,Head & torso bitten,N,10h30,0. Morning,"White Shark, 3M",2007.01.23,23-Jan-07
1,2007,Invalid,AUSTRALIA,New South Wales,Brunswick Heads,Swimming,M,20,18-24,Shark involvement prior to death unconfirmed,Y,Unknown,Unknown,Unknown,2007.01.19,19-Jan-07
1,2007,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John'S",Swimming / body surfing,M,24,18-24,"Presumed fatal, body not recovered",Y,14h00,1. Afternoon,Tiger Shark,2007.01.14,14-Jan-07
1,2007,Unprovoked,AUSTRALIA,New South Wales,Sandbar Beach,Surfing,M,0,Unknown,"No injury, shark damaged surfboard",N,06h30,3. Night,2.4 M Shark,2007.01.09,09-Jan-07
1,2007,Invalid,USA,New York,"Smith Point, Long Island",Surfing,M,54,45-54,No injury,N,14h00,1. Afternoon,"24"" To 30"" Shark",2007.01.07,07-Jan-07
1,2007,Unprovoked,USA,Hawaii,"Majors Bay, Kaua'I",Surfing,M,24,18-24,"No injury, shark removed piece of surfboard",N,10h15,0. Morning,"6' To 8' Shark, Possibly A Tiger Shark",2007.01.05,01-Jan-07
12,2006,Unprovoked,AUSTRALIA,Victoria,"Winki Pop, Bells Beach",Surfing,M,25,25-34,Left leg bitten,N,20h00,2. Evening,2.5 To 3 M Shark,2006.12.18,18-Dec-06
12,2006,Unprovoked,NEW ZEALAND,North Island,"Raglan, Manu Bay",Surfing,M,10,1-12,Foot bitten,N,11h00,0. Morning,2 To 3 M Shark,2006.12.11,11-Dec-06
12,2006,Unprovoked,USA,California,"Dillon Beach, Marin County",Surfing,M,43,35-44,"Minor injuries, surfboard bitten",N,11h50,0. Morning,"White Shark, 12' To 15'",2006.12.10,10-Dec-06
12,2006,Provoked,SOUTH AFRICA,Kwazulu-Natal,Cape Vidal,Fishing,M,25,25-34,"Hand, thigh & calf bitten by hooked shark provoked incident",N,20h00,2. Evening,"Raggedtooth Shark, 150-Kg",2006.12.06,06-Dec-06
12,2006,Unprovoked,AUSTRALIA,Western Australia,Wharton Beach,Body boarding,M,15,12-17,"Right leg severed, left leg lacerated",N,07h30,0. Morning,"White Shark, 5M",2006.12.02,02-Dec-06
11,2006,Sea Disaster,PHILIPPINES,Surigao Del Norte,"Off Bilisan Point, Hinatuarn Island",Sea disaster,Unknown,0,Unknown,15 perished but shark involvement prior to death was not confirmed,Y,14h20,1. Afternoon,Unknown,2006.11.25,25-Nov-06
11,2006,Unprovoked,USA,Hawaii,"Kihei, Maui",Swimming,M,29,25-34,Laceration to left thigh & left hand,N,12h30,1. Afternoon,2 M To 3 M Shark,2006.11.11,11-Nov-06
11,2006,Provoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Canoeing,M,0,Unknown,Left arm lacerated when he grabbed shark by its tail provoked incident,N,14h00,1. Afternoon,"Bull Shark, 1.5M",2006.11.09,09-Nov-06
10,2006,Unprovoked,USA,Oregon,"Siletz River Mouth, Lincoln County",Surfing,M,22,18-24,"No injury, surfboard bitten",N,Unknown,Unknown,"White Shark, 16'",2006.10.31,31-Oct-06
10,2006,Unprovoked,USA,Florida,Sebastian Inlet,Fishing,M,15,12-17,Lower right leg and foot bitten,N,Unknown,Unknown,Unknown,2006.10.16,16-Oct-06
10,2006,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,20,18-24,Left ankle bitten,N,11h30,0. Morning,Unknown,2006.10.10,10-Oct-06
10,2006,Unprovoked,USA,Texas,"Isla Blanca Park, South Padre Island",Surfing,M,0,Unknown,Lacerations to lower left leg,N,Unknown,Unknown,1' To 4' Shark,2006.10.07,07-Oct-06
10,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Playing soccer in the water,M,18,18-24,Lacerations to foot,N,12h00,1. Afternoon,3' To 3.5' Shark,2006.10.05,05-Oct-06
10,2006,Unprovoked,BAHAMAS,New Providence Island,Nassau,Free diving / modeling,F,26,25-34,Puncture wounds to left foot,N,Unknown,Unknown,Unknown,2006.10.00.b,Oct-06
9,2006,Invalid,SOUTH AFRICA,Western Cape Province,Miller'S Point,Spearfishing,M,36,35-44,No injury; 4m white shark made a threat display,N,Unknown,Unknown,Unknown,2006.09.30,30-Sep-06
9,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,18-24,Big toe bitten,N,Unknown,Unknown,Unknown,2006.09.29,29-Sep-06
9,2006,Provoked,USA,Florida,"Off Key Largo, Monroe County",Diving / kissing the shark,M,0,Unknown,Lacerations to upper lip    provoked incident,N,Unknown,Unknown,Nurse Shark,2006.09.18.R,Reported 18-Sep-2006
9,2006,Unprovoked,USA,North Carolina,Onslow Beach,Surfing,M,16,12-17,Laceration to left thigh,N,10h00,0. Morning,Unknown,2006.09.16,16-Sep-06
9,2006,Unprovoked,USA,Florida,"Singer Island, Riviera Beach",Swimming,M,55,55-64,Minor injury to left hand,N,14h00,1. Afternoon,Spinner Shark,2006.09.14,14-Sep-06
9,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,52,45-54,Left torso grazed,N,Unknown,Unknown,5' Shark,2006.09.11,11-Sep-06
9,2006,Invalid,AUSTRALIA,Queensland,Great Barrier Reef,Diving,M,44,35-44,"Killed by a stingray, not a shark - a tragedy for his family and marine wildlife",Y,11h00,0. Morning,No Shark Involvement,2006.09.04,04-Sep-06
9,2006,Unprovoked,BRAZIL,Unknown,Unknown,Unknown,M,20,18-24,Fatal,Y,13h00,1. Afternoon,Unknown,2006.09.03.b,03-Sep-06
9,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Standing,M,33,25-34,Puncture wounds and cuts to right thigh,N,17h30,1. Afternoon,3' Shark,2006.09.03.a,03-Sep-06
9,2006,Unprovoked,SOUTH AFRICA,Western Cape Province,Noordhoek,Surfing,M,37,35-44,"No injury, shark rammed surfboard",N,Unknown,Unknown,"White Shark, 3.5M",2006.09.02,02-Sep-06
8,2006,Unprovoked,USA,Oregon,"Florence, Lane County",Surfing,M,23,18-24,Laceration & puncture wounds to foot,N,20h00,2. Evening,Unknown,2006.08.29.b,29-Aug-06
8,2006,Unprovoked,AUSTRALIA,South Australia,"Pennington Bay, Kangaroo Island",Surfing,M,0,Unknown,"No injury, shark towed  surfer & board",N,16h00,1. Afternoon,"Bronze Whaler Shark, 6'",2006.08.29.a,29-Aug-06
8,2006,Unprovoked,REUNION,Saint-Gilles-Les-Bains,"Les Aigrettes, Near Boucan-Canot",Body boarding,M,27,25-34,Laceration to right calf & heel,N,18h00,2. Evening,Unknown,2006.08.27,27-Aug-06
8,2006,Invalid,BRAZIL,Pernambuco,Pina,Unknown,M,17,12-17,Shark bites may have been post mortem,Y,Unknown,Unknown,Unknown,2006.08.22.b,22-Aug-06
8,2006,Sea Disaster,ITALY,Unknown,Lampedusa Island,Sea disaster,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,2006.08.20.b,20-Aug-06
8,2006,Unprovoked,REUNION,Saint-Pierre,Pointe Du Diable,Surfing,M,34,25-34,Fatal,Y,11h00,0. Morning,Unknown,2006.08.20.a,20-Aug-06
8,2006,Unprovoked,SOUTH AFRICA,Western Cape Province,Danger Reef,Surfing,M,0,Unknown,"No injury, surfboard leash severed",N,Unknown,Unknown,5 M Shark,2006.08.15,15-Aug-06
8,2006,Unprovoked,SOUTH AFRICA,Western Cape Province,"Sunrise Beach, Muizenberg",Lifesaving drill,M,24,18-24,Foot severed,N,11h00,0. Morning,White Shark,2006.08.13,13-Aug-06
8,2006,Unprovoked,USA,North Carolina,"Masonboro Island, New Hanover County",Wading,F,59,55-64,Lacerations & punctures to left foot,N,12h00,1. Afternoon,Unknown,2006.08.00.b,Aug-06
8,2006,Unprovoked,REUNION,Unknown,Le Port,Spearfishing,M,0,Unknown,Thigh bitten,N,Unknown,Unknown,"Bull Shark, 1.5M",2006.08.00.a,Early Aug-2006
7,2006,Provoked,USA,Kentucky,"Newport Aquarium, Newport",Touching sharks,Unknown,0,Unknown,"Minor injuries, similar to paper cuts from the captive sharks  provoked incidents",N,Unknown,Unknown,Small Catsharks,2006.07.31.R,31-Jul-06
